,adult,belongs_to_collection,budget,genres,homepage,id,imdbId,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
13242,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,28564,tt0025464,en,Manhattan Melodrama,The friendship between two orphans endures even though they grow up on opposite sides of the law and fall in love with the same woman.,2.479383,/cNbyXYt4RDq6Fjn3rbZ7u0ATez.jpg,"[{'name': 'Cosmopolitan Productions', 'id': 1442}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-05-04,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"He knew about her past, but he didn't care.",Manhattan Melodrama,False,6.3,19.0
13254,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,89573,tt0022753,en,Chandu the Magician,"When delusional madman Roxor kidnaps a scientist in hopes of using his death ray to achieve world dominance, he is opposed by Chandu, a powerful hypnotist and yogi.",0.247304,/ArAFMn5djTWNRV5YN2JniAO4upE.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-09-18,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Chandu the Magician,False,5.3,6.0
13257,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,42366,tt0013075,en,Dr. Jack,"Country doctor Jack Jackson is called in to treat the Sick-Little-Well-Girl, who has been making Dr. Saulsbourg and his sanitarium very rich after years of unsuccessful treatment.",0.432437,/49yTECXiUNkk6XIb4PVueHhjUrH.jpg,"[{'name': 'Hal Roach Studios', 'id': 2159}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1922-11-26,0.0,60.0,[],Released,,Dr. Jack,False,6.6,4.0
13265,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,53519,tt0011293,en,High and Dizzy,"A tipsy doctor encounters his patient sleepwalking on a building ledge, high above the street.",0.217148,/ddvVOCc9Mj19aU0crhexqCgQPmX.jpg,"[{'name': 'Rolin Films', 'id': 18789}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1920-07-11,0.0,26.0,[],Released,,High and Dizzy,False,8.5,2.0
13266,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,53518,tt0012512,en,Now or Never,"A young man, unaccustomed to children, must accompany a young girl on a train trip.",0.147469,/b7k2yxtyW7iDwMNpCLj0bNiihm4.jpg,[],[],1921-03-27,0.0,35.0,[],Released,,Now or Never,False,6.5,2.0
13328,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,50307,tt0021408,en,Soup to Nuts,"Mr. Schmidt's costume store is bankrupt because he spends his time on Rube Goldberg-style inventions; the creditors send a young manager who falls for Schmidt's niece Louise, but she'll have none of him. Schmidt's friends Ted, Queenie, and some goofy firemen try to help out; things come to a slapstick head when Louise needs rescuing from a fire.",0.082617,/3ca8BdEalltlOOv17UYIsZDop29.jpg,[],[],1930-09-28,0.0,70.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Soup to Nuts,False,3.5,2.0
13349,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",,80193,tt0022681,en,The Big Stampede,Deputy Sheriff John Steele recruits bandit Sonora Joe to help him find out who's been bumping off all the local lawmen and rustling the cattle.,0.247007,/oVCqSbil0CNW6cpzi8Dusvld4zn.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-10-08,0.0,54.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Big Stampede,False,3.2,5.0
13355,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,75880,tt0024873,en,Belle of the Nineties,"Mae West, full of bosom and double entendre, wrote this lightweight saga of multiple loves which appears in a lavish (for 1934) production featuring songs backed by Duke Ellington.",0.10924,/pmIjfozlk3dP1qe6WEd2Yj0tPX4.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-09-21,0.0,70.0,[],Released,,Belle of the Nineties,False,4.5,3.0
13390,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,28196,tt0003643,en,The Avenging Conscience: or 'Thou Shalt Not Kill',"Thwarted by his despotic uncle from continuing his love affair, a young man turns to thoughts of murder. Experiencing a series of visions, he sees murder as a normal course of events in life and kills his uncle. Tortured by his conscience, his future sanity is uncertain as he is assailed by nightmarish visions of what he has done.",0.449728,/27dBD5qedsDABXI2zTY2ugMu4q5.jpg,"[{'name': 'Majestic Motion Picture Company', 'id': 4760}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1914-08-02,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Avenging Conscience: or 'Thou Shalt Not Kill',False,6.5,4.0
13440,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,36499,tt0024124,en,His Private Secretary,"Dick Wallace wants to marry a minister's grand-daughter but his father, who wants him to get work on his company's business, is opposed. She takes a job with the company to prove she's okay.",0.795697,/bpjB7vhmTCOAWvPt35Inei45BPD.jpg,"[{'name': ""Showmen's Pictures"", 'id': 36236}, {'name': 'Screencraft Productions', 'id': 36237}, {'name': 'Colam Pictures Co.', 'id': 53779}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-06-10,0.0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,His Private Secretary,False,4.1,6.0
13445,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",,206034,tt0019699,en,The Black Watch,"Captain Donald King of the British Army goes to India just as World War I breaks out, convincing his comrades that he is a coward. In reality, he is on a secret mission to rescue British soldiers held prisoner there.",0.525644,/vg8b9DHHZ5AaYXNSSalCikA1Yov.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-05-22,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Black Watch,False,6.3,2.0
13467,False,"{'id': 156152, 'name': 'La Trilogie Marseillaise', 'poster_path': '/odxlrxLTgGaqHvV8FpbZRHRZWsE.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,42818,tt0022125,fr,Marius,"César runs a bar along Marseilles' port, assisted by his 23 year old son, Marius. Colorful characters abound: M. Panisse, an aging widower and prosperous sail maker; Honorine, a fishmonger with a sidewalk stall near the bar; her daughter, Fanny, who helps her sell cockles; and, various old salts. Friends since childhood, Fanny and Marius love each other, but Marius has a secret wanderlust: every ship's whistle stirs a longing for foreign lands. When M. Panisse seeks Fanny's hand in marriage and when a departing clipper needs a deckhand, Marius and Fanny must decide who and what they love most. César, with his generous, comic spirit, tries to guide his son.",0.858991,/rq18jKMp310husli0FqE3Gxc6JA.jpg,"[{'name': 'Les Films Marcel Pagnol', 'id': 19160}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1931-10-09,0.0,130.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Marius,False,6.6,9.0
13484,False,"{'id': 156152, 'name': 'La Trilogie Marseillaise', 'poster_path': '/odxlrxLTgGaqHvV8FpbZRHRZWsE.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,43146,tt0022877,fr,Fanny,"Picking up moments after the end of Marius, this film follows Fanny’s grief after Marius’s departure—and her realization that she’s pregnant. Panisse continues courting her and embraces the baby’s impending arrival as a gift, so long as its paternity remains a secret. Fanny and Panisse wed, but after her baby’s birth, Marius returns unexpectedly and demands what he believes is still his.",0.507325,/A1tSDv8KjZROIZ6Fg9KU7XzL1dS.jpg,"[{'name': 'Les Films Marcel Pagnol', 'id': 19160}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1932-11-02,0.0,140.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Fanny,False,6.6,9.0
13497,False,,0,"[{'id': 18, 'name': 'Drama'}]",,34474,tt0022698,en,Blonde Venus,"American chemist Ned Faraday marries a German entertainer and starts a family. However, he becomes poisoned with Radium and needs an expensive treatment in Germany to have any chance at being cured. Wife Helen returns to night club work to attempt to raise the money and becomes popular as the Blonde Venus. In an effort to get enough money sooner, she prostitutes herself to millionaire Nick Townsend.",1.007167,/hgy1kfysvIy1xqfVPe3souseC4S.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-09-09,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,What could she do but flee from love? She loved two men at once!,Blonde Venus,False,6.5,23.0
13531,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,42914,tt0023590,en,Three on a Match,"Although Vivian Revere is seemingly the most successful of a trio of reunited schoolmates, she throws it away by descending into a life of debauchery and drugs.",0.75757,/AnYasMhtZMY3wyrQjXu12LkGPA1.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-10-29,0.0,63.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Three on a Match,False,6.1,18.0
13537,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",,53828,tt0024902,en,Blue Steel,"When Sheriff Jake sees a man at the safe and then finds the payroll gone, he trails him. Just as he is about to arrest him, the man saves his life. Still suspicious, he joins up with the man and later they learn that Melgrove, the towns leading citizen, is trying to take over the area's ranches by having his gang stop all incoming supply wagons. With the ranchers about to sell to Melgrove, the two newcomers say they will bring in provisions.",0.94151,/4vN2eBkrPm6y0n6PoF4rP4E027O.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-05-10,0.0,59.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Lone Star Western Release,Blue Steel,False,4.5,10.0
13547,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,99283,tt0022279,en,Private Lives,"Elyot and Sibyl are being married in a big church ceremony. Amanda and Victor are being married by a French Justice of the Peace. Both couples go to a hotel on the same day and are put in adjoining rooms with adjoining terraces. Things go fine until Amanda sees her former husband Elyot on the adjacent terrace. While they both pretend to be happy, both make plans to leave, but their spouses do not want to leave as it is their respective honeymoons. So the other spouses each go down to the bar. This leaves Elyot and Amanda together and they reminisce. Before long, the sparks again fly and they both decide to leave together to the Mountains of Switzerland. They love, they bicker, they fight, they stop. Then it begins over and over. Then Victor and Sibyl show up at their chalet.",0.220294,/qHAiEqZPuYhA11WQebXhzPTTVpQ.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-12-12,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Private Lives,False,6.1,6.0
13582,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,34796,tt0020768,en,City Girl,"Lem goes to Chicago to sell the wheat his family has grown on their farm in Minnesota. There he meets the waitress Kate. They fall in love and get married before going back to the farm. Kate is accepted by Lem's mother and kid sister but is rejected by his father, who believes she married for the money. (And the fact that Lem didn't get a fair price for the wheat is her fault too). The reapers arrive and quickly they make things even more complicated by making their move on Kate. Lem misunderstands the situation and believes Kate is actually interested. In despair Kate leaves the farm and Lem goes looking for her.",2.933003,/tMfzSvVmBcn2AV6dSsuOJ8zR2K6.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-02-16,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,City Girl,False,7.4,19.0
13610,False,,0,"[{'id': 18, 'name': 'Drama'}]",,44967,tt0015361,ru,Стачка,"The film depicts a strike in 1903 by the workers of a factory in pre-revolutionary Russia, and their subsequent suppression. The film is most famous for a sequence near the end in which the violent putting down of the strike is cross-cut with footage of cattle being slaughtered, although there are several other points in the movie where animals are used as metaphors for the conditions of various individuals. Another theme in the film is collectivism in opposition to individualism which was viewed as a convention of western film.",1.576387,/mrDTaMxQKxWZ3uEs2G58vJWJDDL.jpg,"[{'name': 'Proletkult', 'id': 9040}, {'name': 'Goskino', 'id': 25606}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1925-04-28,0.0,89.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Strike,False,7.2,29.0
13617,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,51472,tt0010155,en,The Garage,"Two men who work as both automobile mechanics and firemen operate a garage in a fire station. A car has been left for them to clean, but they destroy it instead. In the second half of the film, Roscoe and Keaton have been called to a fire, but it turns out to be a false alarm. When they return, they find their own fire station on fire.",0.355919,/peNartWCgeOCfGc4kTO4znyBhna.jpg,[],[],1920-01-11,0.0,25.0,[],Released,,The Garage,False,6.8,6.0
13618,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,51263,tt0017437,en,The Strong Man,"A meek Belgian soldier (Harry Langdon) fighting in World War I receives penpal letters and a photo from ""Mary Brown"", an American girl he has never met. He becomes infatuated with her by long distance. After the war, the young Belgian journeys to America as assistant to a theatrical ""strong man"", Zandow the Great (Arthur Thalasso). While in America, he searches for Mary Brown... and he finds her, just as word comes that Zandow is incapacitated and the little nebbish must go on stage in his place.",0.195632,/bV9rstaMhgjOHmOHhPZjMLPQLQf.jpg,"[{'name': 'Harry Langdon Corporation', 'id': 14254}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-11-19,0.0,75.0,[],Rumored,,The Strong Man,False,6.5,2.0
13626,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,205410,tt0019400,en,The Smart Set,"A cocky, arrogant young playboy is expelled from his American polo team shortly before the big match with England. Silent.",0.653923,/o8mji5IqKPy58BcAmbaFlDUajoc.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-03-24,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Smart Set,False,7.0,1.0
13650,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",,23391,tt0024500,en,Riders of Destiny,"John Wayne portrays Singin' Sandy Saunders and has a reputation as the most notorious gunman since Billy the Kid. That's somewhat ironic though, since it's later revealed that he's a special Secret Service agent sent from Washington to investigate a land swindle scheme under the direction of town boss James Kincaid (Forrest Taylor).",0.604248,/beU6yj39WrwKig2kGNL8xk6hxg6.jpg,"[{'name': 'Paul Malvern Productions', 'id': 35430}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-10-10,0.0,53.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Great Western Star in a WHIRLWIND of ACTION!,Riders of Destiny,False,4.3,7.0
13664,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",,23590,tt0024516,en,Sagebrush Trail,"Imprisoned for a murder he did not commit, John Brant escapes and ends up out west where, after giving the local lawmen the slip, he joins up with an outlaw gang. Brant finds out that 'Jones', one of the outlaws he has become friends with, committed the murder that Brant was sent up for, but has no knowledge that anyone was ever put in jail for his crime. Willing to forgive and forget, Brant doesn't realize that 'Jones' has not only fallen for the same pretty shopgirl Brant has, but begins to suspect that Brant is not truly an outlaw.",1.064154,/jRjyM8Vfqs4IdbRUbxCA7oH5CIw.jpg,"[{'name': 'Lone Star Productions', 'id': 66465}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-12-15,0.0,54.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Romance rides in a drama of thundering hoofs and blazing guns!,Sagebrush Trail,False,4.2,10.0
